Running pytorch 2.2.0+cu121
wandb: Using wandb-core as the SDK backend. Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: alexandretl. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.18.1
wandb: Run data is saved locally in /workspace/arena/wandb/run-20240917_153448-l73c56fp
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run pleasant-oath-52
wandb: ⭐️ View project at https://wandb.ai/alexandretl/arena
wandb: 🚀 View run at https://wandb.ai/alexandretl/arena/runs/l73c56fp
DataLoader: total number of tokens: 10,255,324,043 across 103 files
DataLoader: total number of tokens: 100,000,000 across 1 files
Model initialized. Number of parameters : 123532032.
compiling the model...
/usr/local/lib/python3.10/dist-packages/torch/_inductor/compile_fx.py:140: UserWarning: TensorFloat32 tensor cores for float32 matrix multiplication available but not enabled. Consider setting `torch.set_float32_matmul_precision('high')` for better performance.
  warnings.warn(
val loss 10.96795654296875
step    1/16000 | train loss 10.979616 | lr 9.00e-06 | (57867.72 ms | 283 tok/s)
step   33/16000 | train loss 7.403308 | lr 2.97e-04 | (134.22 ms | 122067 tok/s)
step   34/16000 | train loss 7.694437 | lr 3.06e-04 | (134.54 ms | 121781 tok/s)
step   35/16000 | train loss 7.367312 | lr 3.15e-04 | (134.55 ms | 121770 tok/s)
step   36/16000 | train loss 7.428183 | lr 3.24e-04 | (134.36 ms | 121943 tok/s)
step   37/16000 | train loss 7.277219 | lr 3.33e-04 | (134.10 ms | 122174 tok/s)
step   38/16000 | train loss 7.475266 | lr 3.42e-04 | (134.40 ms | 121909 tok/s)
step   39/16000 | train loss 7.222501 | lr 3.51e-04 | (134.72 ms | 121616 tok/s)
step   40/16000 | train loss 7.251076 | lr 3.60e-04 | (134.74 ms | 121595 tok/s)
step   41/16000 | train loss 7.153289 | lr 3.69e-04 | (134.51 ms | 121805 tok/s)
step   42/16000 | train loss 7.278170 | lr 3.78e-04 | (134.49 ms | 121824 tok/s)
step   43/16000 | train loss 7.078768 | lr 3.87e-04 | (134.71 ms | 121625 tok/s)
step   44/16000 | train loss 7.785750 | lr 3.96e-04 | (134.91 ms | 121441 tok/s)
step   45/16000 | train loss 7.185489 | lr 4.05e-04 | (134.89 ms | 121464 tok/s)
step   46/16000 | train loss 7.210804 | lr 4.14e-04 | (134.62 ms | 121709 tok/s)
step   47/16000 | train loss 7.491653 | lr 4.23e-04 | (134.45 ms | 121859 tok/s)
step   48/16000 | train loss 7.240280 | lr 4.32e-04 | (134.98 ms | 121384 tok/s)
step   49/16000 | train loss 7.254668 | lr 4.41e-04 | (134.94 ms | 121420 tok/s)
step   50/16000 | train loss 7.186615 | lr 4.50e-04 | (134.45 ms | 121858 tok/s)
step   51/16000 | train loss 7.306055 | lr 4.59e-04 | (134.72 ms | 121612 tok/s)
step   52/16000 | train loss 6.752840 | lr 4.68e-04 | (134.80 ms | 121544 tok/s)
step   53/16000 | train loss 7.094398 | lr 4.77e-04 | (134.99 ms | 121375 tok/s)
step   54/16000 | train loss 7.592348 | lr 4.86e-04 | (134.77 ms | 121567 tok/s)
step   55/16000 | train loss 6.981613 | lr 4.95e-04 | (134.91 ms | 121446 tok/s)
step   56/16000 | train loss 7.210864 | lr 5.04e-04 | (134.76 ms | 121583 tok/s)
step   57/16000 | train loss 7.148438 | lr 5.13e-04 | (134.39 ms | 121912 tok/s)
step   58/16000 | train loss 6.905513 | lr 5.22e-04 | (134.72 ms | 121612 tok/s)
step   59/16000 | train loss 7.286803 | lr 5.31e-04 | (134.76 ms | 121583 tok/s)
step   60/16000 | train loss 7.352013 | lr 5.40e-04 | (134.74 ms | 121593 tok/s)
step   61/16000 | train loss 7.259137 | lr 5.49e-04 | (134.34 ms | 121962 tok/s)
step   62/16000 | train loss 7.171101 | lr 5.58e-04 | (134.48 ms | 121834 tok/s)
step   63/16000 | train loss 7.102031 | lr 5.67e-04 | (134.59 ms | 121732 tok/s)
step   64/16000 | train loss 7.255170 | lr 5.76e-04 | (134.75 ms | 121591 tok/s)
val loss 7.193648815155029
step   65/16000 | train loss 6.918034 | lr 5.85e-04 | (2783.39 ms | 5886 tok/s)
step   66/16000 | train loss 7.280671 | lr 5.94e-04 | (134.60 ms | 121726 tok/s)
step   67/16000 | train loss 6.930211 | lr 6.03e-04 | (134.62 ms | 121706 tok/s)
step   68/16000 | train loss 6.753071 | lr 6.12e-04 | (134.72 ms | 121620 tok/s)
step   69/16000 | train loss 6.952975 | lr 6.21e-04 | (134.65 ms | 121677 tok/s)
step   70/16000 | train loss 7.211672 | lr 6.30e-04 | (134.77 ms | 121567 tok/s)
step   71/16000 | train loss 7.022179 | lr 6.39e-04 | (134.88 ms | 121473 tok/s)
step   72/16000 | train loss 6.947592 | lr 6.48e-04 | (135.07 ms | 121303 tok/s)
step   73/16000 | train loss 7.126544 | lr 6.57e-04 | (134.59 ms | 121731 tok/s)
step   74/16000 | train loss 6.710371 | lr 6.66e-04 | (134.79 ms | 121552 tok/s)
step   75/16000 | train loss 6.920579 | lr 6.75e-04 | (134.47 ms | 121840 tok/s)
step   76/16000 | train loss 6.897368 | lr 6.84e-04 | (134.83 ms | 121516 tok/s)
step   77/16000 | train loss 6.679052 | lr 6.93e-04 | (134.52 ms | 121799 tok/s)
step   78/16000 | train loss 6.934942 | lr 7.02e-04 | (134.72 ms | 121616 tok/s)
step   79/16000 | train loss 6.732060 | lr 7.11e-04 | (134.82 ms | 121523 tok/s)
step   80/16000 | train loss 6.696442 | lr 7.20e-04 | (134.94 ms | 121420 tok/s)
step   81/16000 | train loss 6.771206 | lr 7.29e-04 | (134.91 ms | 121448 tok/s)
step   82/16000 | train loss 6.994772 | lr 7.38e-04 | (134.66 ms | 121666 tok/s)
step   83/16000 | train loss 7.312919 | lr 7.47e-04 | (134.74 ms | 121601 tok/s)
step   84/16000 | train loss 6.750846 | lr 7.56e-04 | (134.50 ms | 121813 tok/s)
step   85/16000 | train loss 7.027843 | lr 7.65e-04 | (134.72 ms | 121618 tok/s)
step   86/16000 | train loss 6.901256 | lr 7.74e-04 | (134.61 ms | 121716 tok/s)
step   87/16000 | train loss 6.842001 | lr 7.83e-04 | (134.61 ms | 121711 tok/s)
step   88/16000 | train loss 6.804782 | lr 7.92e-04 | (134.93 ms | 121429 tok/s)
step   89/16000 | train loss 6.896146 | lr 8.01e-04 | (134.60 ms | 121726 tok/s)
step   90/16000 | train loss 6.813053 | lr 8.10e-04 | (134.66 ms | 121670 tok/s)
step   91/16000 | train loss 7.042931 | lr 8.19e-04 | (134.84 ms | 121509 tok/s)
step   92/16000 | train loss 7.533140 | lr 8.28e-04 | (134.94 ms | 121419 tok/s)
step   93/16000 | train loss 6.730559 | lr 8.37e-04 | (134.94 ms | 121414 tok/s)
step   94/16000 | train loss 6.929041 | lr 8.46e-04 | (134.73 ms | 121604 tok/s)
step   95/16000 | train loss 6.545880 | lr 8.55e-04 | (134.94 ms | 121414 tok/s)
step   96/16000 | train loss 6.693962 | lr 8.64e-04 | (134.73 ms | 121608 tok/s)
step   97/16000 | train loss 6.926250 | lr 8.73e-04 | (134.70 ms | 121638 tok/s)
step   98/16000 | train loss 6.412327 | lr 8.82e-04 | (134.61 ms | 121714 tok/s)
step   99/16000 | train loss 6.831857 | lr 8.91e-04 | (134.57 ms | 121750 tok/s)
step  100/16000 | train loss 6.788435 | lr 9.00e-04 | (134.64 ms | 121684 tok/s)
step  101/16000 | train loss 6.518699 | lr 9.09e-04 | (134.76 ms | 121583 tok/s)
step  102/16000 | train loss 6.708239 | lr 9.18e-04 | (134.52 ms | 121792 tok/s)
step  103/16000 | train loss 6.638689 | lr 9.27e-04 | (134.68 ms | 121648 tok/s)
step  104/16000 | train loss 6.692282 | lr 9.36e-04 | (134.91 ms | 121440 tok/s)
step  105/16000 | train loss 6.999916 | lr 9.45e-04 | (134.84 ms | 121511 tok/s)
step  106/16000 | train loss 6.767621 | lr 9.54e-04 | (134.73 ms | 121606 tok/s)
step  107/16000 | train loss 6.801449 | lr 9.63e-04 | (134.44 ms | 121864 tok/s)
step  108/16000 | train loss 6.816947 | lr 9.72e-04 | (134.59 ms | 121728 tok/s)
step  109/16000 | train loss 6.304223 | lr 9.81e-04 | (134.78 ms | 121560 tok/s)
step  110/16000 | train loss 6.652009 | lr 9.90e-04 | (134.86 ms | 121486 tok/s)
step  111/16000 | train loss 6.783805 | lr 9.99e-04 | (135.09 ms | 121285 tok/s)
step  112/16000 | train loss 6.541866 | lr 1.01e-03 | (135.13 ms | 121249 tok/s)
step  113/16000 | train loss 6.587834 | lr 1.02e-03 | (134.60 ms | 121725 tok/s)
step  114/16000 | train loss 6.551652 | lr 1.03e-03 | (134.72 ms | 121611 tok/s)
step  115/16000 | train loss 6.680785 | lr 1.03e-03 | (134.57 ms | 121753 tok/s)
step  116/16000 | train loss 6.751267 | lr 1.04e-03 | (134.89 ms | 121462 tok/s)
step  117/16000 | train loss 6.612388 | lr 1.05e-03 | (134.88 ms | 121472 tok/s)
step  118/16000 | train loss 6.449679 | lr 1.06e-03 | (135.10 ms | 121270 tok/s)
step  119/16000 | train loss 6.343229 | lr 1.07e-03 | (134.88 ms | 121469 tok/s)
step  120/16000 | train loss 7.076712 | lr 1.08e-03 | (135.14 ms | 121241 tok/s)
step  121/16000 | train loss 6.959398 | lr 1.09e-03 | (134.40 ms | 121905 tok/s)
step  122/16000 | train loss 6.693330 | lr 1.10e-03 | (134.74 ms | 121596 tok/s)
step  123/16000 | train loss 6.669814 | lr 1.11e-03 | (134.63 ms | 121699 tok/s)
step  124/16000 | train loss 6.710583 | lr 1.12e-03 | (134.70 ms | 121633 tok/s)
step  125/16000 | train loss 7.084909 | lr 1.13e-03 | (134.58 ms | 121737 tok/s)
step  126/16000 | train loss 6.933126 | lr 1.13e-03 | (134.89 ms | 121462 tok/s)
step  127/16000 | train loss 6.683742 | lr 1.14e-03 | (134.78 ms | 121565 tok/s)
step  128/16000 | train loss 6.479425 | lr 1.15e-03 | (134.60 ms | 121725 tok/s)
val loss 6.838507175445557
step  129/16000 | train loss 6.948454 | lr 1.16e-03 | (2788.62 ms | 5875 tok/s)
step  130/16000 | train loss 6.662666 | lr 1.17e-03 | (134.90 ms | 121449 tok/s)
step  131/16000 | train loss 6.717679 | lr 1.18e-03 | (135.18 ms | 121205 tok/s)
step  132/16000 | train loss 6.708426 | lr 1.19e-03 | (135.07 ms | 121300 tok/s)
step  133/16000 | train loss 6.612517 | lr 1.20e-03 | (135.60 ms | 120822 tok/s)
step  134/16000 | train loss 7.033029 | lr 1.21e-03 | (135.03 ms | 121335 tok/s)
step  135/16000 | train loss 6.726490 | lr 1.21e-03 | (134.76 ms | 121580 tok/s)
step  136/16000 | train loss 6.607425 | lr 1.22e-03 | (134.65 ms | 121676 tok/s)
step  137/16000 | train loss 6.566350 | lr 1.23e-03 | (134.91 ms | 121445 tok/s)
step  138/16000 | train loss 6.788001 | lr 1.24e-03 | (134.64 ms | 121688 tok/s)
step  139/16000 | train loss 6.362284 | lr 1.25e-03 | (135.13 ms | 121245 tok/s)
step  140/16000 | train loss 6.692495 | lr 1.26e-03 | (134.62 ms | 121710 tok/s)
step  141/16000 | train loss 6.607820 | lr 1.27e-03 | (135.02 ms | 121346 tok/s)
step  142/16000 | train loss 6.638774 | lr 1.28e-03 | (134.72 ms | 121617 tok/s)
step  143/16000 | train loss 7.078863 | lr 1.29e-03 | (134.26 ms | 122032 tok/s)
step  144/16000 | train loss 6.647809 | lr 1.30e-03 | (134.73 ms | 121608 tok/s)
step  145/16000 | train loss 6.814342 | lr 1.30e-03 | (134.38 ms | 121923 tok/s)
step  146/16000 | train loss 6.593093 | lr 1.31e-03 | (134.99 ms | 121375 tok/s)
step  147/16000 | train loss 6.316712 | lr 1.32e-03 | (134.98 ms | 121377 tok/s)
step  148/16000 | train loss 6.319863 | lr 1.33e-03 | (134.58 ms | 121740 tok/s)
step  149/16000 | train loss 6.274128 | lr 1.34e-03 | (134.74 ms | 121595 tok/s)
step  150/16000 | train loss 6.417425 | lr 1.35e-03 | (134.26 ms | 122034 tok/s)
step  151/16000 | train loss 6.702076 | lr 1.36e-03 | (134.65 ms | 121677 tok/s)
step  152/16000 | train loss 6.528785 | lr 1.37e-03 | (134.82 ms | 121523 tok/s)
step  153/16000 | train loss 6.579782 | lr 1.38e-03 | (134.88 ms | 121472 tok/s)
step  154/16000 | train loss 6.407657 | lr 1.39e-03 | (134.94 ms | 121414 tok/s)
step  155/16000 | train loss 6.691673 | lr 1.39e-03 | (134.93 ms | 121423 tok/s)
step  156/16000 | train loss 6.584901 | lr 1.40e-03 | (134.84 ms | 121507 tok/s)
step  157/16000 | train loss 6.696951 | lr 1.41e-03 | (134.78 ms | 121557 tok/s)
step  158/16000 | train loss 6.449197 | lr 1.42e-03 | (134.60 ms | 121727 tok/s)
step  159/16000 | train loss 6.454771 | lr 1.43e-03 | (134.59 ms | 121737 tok/s)
step  160/16000 | train loss 6.322178 | lr 1.44e-03 | (134.78 ms | 121564 tok/s)
step  161/16000 | train loss 6.532326 | lr 1.45e-03 | (134.67 ms | 121662 tok/s)
step  162/16000 | train loss 6.399129 | lr 1.46e-03 | (134.82 ms | 121527 tok/s)
step  163/16000 | train loss 6.298851 | lr 1.47e-03 | (134.74 ms | 121597 tok/s)
step  164/16000 | train loss 6.394203 | lr 1.48e-03 | (134.62 ms | 121702 tok/s)
step  165/16000 | train loss 6.326344 | lr 1.48e-03 | (134.72 ms | 121620 tok/s)
step  166/16000 | train loss 6.574270 | lr 1.49e-03 | (134.94 ms | 121413 tok/s)
step  167/16000 | train loss 6.724595 | lr 1.50e-03 | (134.91 ms | 121447 tok/s)
step  168/16000 | train loss 6.301971 | lr 1.51e-03 | (134.79 ms | 121553 tok/s)
step  169/16000 | train loss 6.319990 | lr 1.52e-03 | (134.73 ms | 121605 tok/s)
step  170/16000 | train loss 6.537513 | lr 1.53e-03 | (134.72 ms | 121612 tok/s)
step  171/16000 | train loss 6.498444 | lr 1.54e-03 | (134.74 ms | 121601 tok/s)
step  172/16000 | train loss 6.266118 | lr 1.55e-03 | (134.74 ms | 121597 tok/s)
step  173/16000 | train loss 6.611066 | lr 1.56e-03 | (135.19 ms | 121191 tok/s)
step  174/16000 | train loss 6.562267 | lr 1.57e-03 | (135.12 ms | 121255 tok/s)
step  175/16000 | train loss 6.547338 | lr 1.58e-03 | (135.02 ms | 121343 tok/s)
step  176/16000 | train loss 6.292325 | lr 1.58e-03 | (134.92 ms | 121437 tok/s)
step  177/16000 | train loss 6.580773 | lr 1.59e-03 | (134.68 ms | 121651 tok/s)
step  178/16000 | train loss 6.414563 | lr 1.60e-03 | (134.74 ms | 121599 tok/s)
step  179/16000 | train loss 6.289895 | lr 1.61e-03 | (135.05 ms | 121322 tok/s)
step  180/16000 | train loss 6.492474 | lr 1.62e-03 | (135.20 ms | 121186 tok/s)
step  181/16000 | train loss 6.237957 | lr 1.63e-03 | (134.63 ms | 121698 tok/s)
step  182/16000 | train loss 6.401358 | lr 1.64e-03 | (134.95 ms | 121404 tok/s)
step  183/16000 | train loss 6.477317 | lr 1.65e-03 | (134.94 ms | 121416 tok/s)
step  184/16000 | train loss 6.285038 | lr 1.66e-03 | (135.30 ms | 121090 tok/s)
step  185/16000 | train loss 6.528431 | lr 1.67e-03 | (135.01 ms | 121358 tok/s)
step  186/16000 | train loss 6.562053 | lr 1.67e-03 | (135.37 ms | 121030 tok/s)
step  187/16000 | train loss 6.719586 | lr 1.68e-03 | (134.86 ms | 121487 tok/s)
step  188/16000 | train loss 6.572138 | lr 1.69e-03 | (135.04 ms | 121331 tok/s)
step  189/16000 | train loss 6.555058 | lr 1.70e-03 | (135.04 ms | 121328 tok/s)
step  190/16000 | train loss 6.551367 | lr 1.71e-03 | (135.38 ms | 121020 tok/s)
step  191/16000 | train loss 6.777739 | lr 1.72e-03 | (135.26 ms | 121129 tok/s)
step  192/16000 | train loss 6.479956 | lr 1.73e-03 | (134.96 ms | 121403 tok/s)
val loss 6.582602024078369
step  193/16000 | train loss 6.480453 | lr 1.74e-03 | (2816.51 ms | 5817 tok/s)
step  194/16000 | train loss 7.069468 | lr 1.75e-03 | (135.26 ms | 121125 tok/s)
step  195/16000 | train loss 6.798975 | lr 1.75e-03 | (135.24 ms | 121146 tok/s)
step  196/16000 | train loss 6.430088 | lr 1.76e-03 | (135.02 ms | 121341 tok/s)
step  197/16000 | train loss 6.516730 | lr 1.77e-03 | (134.74 ms | 121599 tok/s)
step  198/16000 | train loss 6.470467 | lr 1.78e-03 | (135.39 ms | 121017 tok/s)
step  199/16000 | train loss 6.528312 | lr 1.79e-03 | (135.36 ms | 121041 tok/s)
step  200/16000 | train loss 6.401797 | lr 1.80e-03 | (135.40 ms | 121004 tok/s)
step  201/16000 | train loss 6.661104 | lr 1.80e-03 | (135.17 ms | 121214 tok/s)
step  202/16000 | train loss 6.631397 | lr 1.80e-03 | (135.12 ms | 121253 tok/s)
step  203/16000 | train loss 6.143272 | lr 1.80e-03 | (135.30 ms | 121098 tok/s)
step  204/16000 | train loss 6.799127 | lr 1.80e-03 | (135.41 ms | 120992 tok/s)
step  205/16000 | train loss 6.697526 | lr 1.80e-03 | (134.91 ms | 121443 tok/s)
step  206/16000 | train loss 6.821452 | lr 1.80e-03 | (134.96 ms | 121400 tok/s)
step  207/16000 | train loss 6.710988 | lr 1.80e-03 | (135.35 ms | 121051 tok/s)
step  208/16000 | train loss 6.417511 | lr 1.80e-03 | (134.88 ms | 121473 tok/s)
step  209/16000 | train loss 6.681647 | lr 1.80e-03 | (134.89 ms | 121465 tok/s)
step  210/16000 | train loss 6.652668 | lr 1.80e-03 | (134.78 ms | 121562 tok/s)
step  211/16000 | train loss 6.650569 | lr 1.80e-03 | (135.00 ms | 121365 tok/s)
step  212/16000 | train loss 6.582722 | lr 1.80e-03 | (135.13 ms | 121244 tok/s)
step  213/16000 | train loss 6.388546 | lr 1.80e-03 | (135.30 ms | 121095 tok/s)
step  214/16000 | train loss 6.611064 | lr 1.80e-03 | (135.48 ms | 120936 tok/s)
step  215/16000 | train loss 6.699296 | lr 1.80e-03 | (134.92 ms | 121432 tok/s)
step  216/16000 | train loss 6.392621 | lr 1.80e-03 | (135.23 ms | 121160 tok/s)
step  217/16000 | train loss 6.499531 | lr 1.80e-03 | (135.42 ms | 120985 tok/s)
step  218/16000 | train loss 6.480451 | lr 1.80e-03 | (135.20 ms | 121186 tok/s)
step  219/16000 | train loss 6.507496 | lr 1.80e-03 | (135.13 ms | 121245 tok/s)
step  220/16000 | train loss 6.636752 | lr 1.80e-03 | (135.16 ms | 121219 tok/s)
step  221/16000 | train loss 6.541196 | lr 1.80e-03 | (135.11 ms | 121266 tok/s)
step  222/16000 | train loss 6.532639 | lr 1.80e-03 | (134.88 ms | 121473 tok/s)
step  223/16000 | train loss 6.321327 | lr 1.80e-03 | (134.88 ms | 121471 tok/s)
step  224/16000 | train loss 6.276884 | lr 1.80e-03 | (134.91 ms | 121447 tok/s)
step  225/16000 | train loss 7.022156 | lr 1.80e-03 | (134.89 ms | 121464 tok/s)
step  226/16000 | train loss 6.440327 | lr 1.80e-03 | (135.34 ms | 121057 tok/s)
step  227/16000 | train loss 6.340581 | lr 1.80e-03 | (134.82 ms | 121527 tok/s)
step  228/16000 | train loss 6.350713 | lr 1.80e-03 | (134.58 ms | 121744 tok/s)
step  229/16000 | train loss 6.376416 | lr 1.80e-03 | (134.70 ms | 121636 tok/s)
step  230/16000 | train loss 6.544684 | lr 1.80e-03 | (134.77 ms | 121566 tok/s)
step  231/16000 | train loss 6.212350 | lr 1.80e-03 | (134.79 ms | 121553 tok/s)
step  232/16000 | train loss 6.542499 | lr 1.80e-03 | (134.79 ms | 121549 tok/s)
step  233/16000 | train loss 6.204214 | lr 1.80e-03 | (135.15 ms | 121230 tok/s)
step  234/16000 | train loss 6.397623 | lr 1.80e-03 | (134.64 ms | 121689 tok/s)
step  235/16000 | train loss 6.236039 | lr 1.80e-03 | (134.93 ms | 121422 tok/s)
step  236/16000 | train loss 6.122716 | lr 1.80e-03 | (134.98 ms | 121379 tok/s)
step  237/16000 | train loss 6.234671 | lr 1.80e-03 | (135.31 ms | 121085 tok/s)
step  238/16000 | train loss 6.352248 | lr 1.80e-03 | (135.30 ms | 121093 tok/s)
step  239/16000 | train loss 6.283848 | lr 1.80e-03 | (135.28 ms | 121108 tok/s)
step  240/16000 | train loss 5.341391 | lr 1.80e-03 | (134.94 ms | 121416 tok/s)
step  241/16000 | train loss 6.393374 | lr 1.80e-03 | (135.07 ms | 121299 tok/s)
step  242/16000 | train loss 6.602549 | lr 1.80e-03 | (134.94 ms | 121416 tok/s)
step  243/16000 | train loss 6.322374 | lr 1.80e-03 | (135.35 ms | 121047 tok/s)
step  244/16000 | train loss 6.288318 | lr 1.80e-03 | (135.25 ms | 121137 tok/s)
step  245/16000 | train loss 6.341372 | lr 1.80e-03 | (134.84 ms | 121511 tok/s)
step  246/16000 | train loss 6.498703 | lr 1.80e-03 | (134.95 ms | 121405 tok/s)
step  247/16000 | train loss 6.286327 | lr 1.80e-03 | (135.10 ms | 121272 tok/s)
step  248/16000 | train loss 6.769940 | lr 1.80e-03 | (135.22 ms | 121165 tok/s)
step  249/16000 | train loss 6.388572 | lr 1.80e-03 | (134.79 ms | 121553 tok/s)
step  250/16000 | train loss 6.208393 | lr 1.80e-03 | (135.08 ms | 121294 tok/s)
step  251/16000 | train loss 6.462392 | lr 1.80e-03 | (135.39 ms | 121013 tok/s)
step  252/16000 | train loss 6.103051 | lr 1.80e-03 | (134.95 ms | 121405 tok/s)
step  253/16000 | train loss 6.079203 | lr 1.80e-03 | (135.58 ms | 120845 tok/s)
step  254/16000 | train loss 6.248356 | lr 1.80e-03 | (135.26 ms | 121126 tok/s)
step  255/16000 | train loss 6.379665 | lr 1.80e-03 | (134.98 ms | 121382 tok/s)
step  256/16000 | train loss 6.588752 | lr 1.80e-03 | (135.21 ms | 121173 tok/s)
val loss 6.517124176025391
step  257/16000 | train loss 6.286442 | lr 1.80e-03 | (2810.37 ms | 5830 tok/s)
step  258/16000 | train loss 6.416350 | lr 1.80e-03 | (134.67 ms | 121658 tok/s)
step  259/16000 | train loss 6.366570 | lr 1.80e-03 | (134.78 ms | 121563 tok/s)
step  260/16000 | train loss 6.565344 | lr 1.80e-03 | (134.92 ms | 121432 tok/s)
step  261/16000 | train loss 6.272392 | lr 1.80e-03 | (135.01 ms | 121356 tok/s)
step  262/16000 | train loss 6.349685 | lr 1.80e-03 | (134.69 ms | 121639 tok/s)
step  263/16000 | train loss 6.273412 | lr 1.80e-03 | (135.38 ms | 121025 tok/s)
step  264/16000 | train loss 6.482785 | lr 1.80e-03 | (135.27 ms | 121120 tok/s)
step  265/16000 | train loss 6.172223 | lr 1.80e-03 | (134.84 ms | 121508 tok/s)
step  266/16000 | train loss 6.461308 | lr 1.80e-03 | (134.85 ms | 121501 tok/s)
step  267/16000 | train loss 6.346842 | lr 1.80e-03 | (135.05 ms | 121322 tok/s)
step  268/16000 | train loss 6.400423 | lr 1.80e-03 | (135.09 ms | 121284 tok/s)
step  269/16000 | train loss 6.436965 | lr 1.80e-03 | (135.12 ms | 121255 tok/s)
step  270/16000 | train loss 6.329388 | lr 1.80e-03 | (135.42 ms | 120990 tok/s)
step  271/16000 | train loss 6.673337 | lr 1.80e-03 | (134.72 ms | 121617 tok/s)
step  272/16000 | train loss 6.458817 | lr 1.80e-03 | (135.04 ms | 121326 tok/s)
step  273/16000 | train loss 6.380653 | lr 1.80e-03 | (135.18 ms | 121200 tok/s)
step  274/16000 | train loss 6.445714 | lr 1.80e-03 | (135.27 ms | 121117 tok/s)
step  275/16000 | train loss 6.636559 | lr 1.80e-03 | (135.16 ms | 121220 tok/s)
